content_id,path,kind,content_status,application_status,owner,review_date,publication
AC-301,01-body-of-knowledge/workbase-selection-error-register.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-302,01-body-of-knowledge/workbase-selection-field-catalogue.csv,source evidence,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-303,01-body-of-knowledge/workbase-selection-field-catalogue.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-304,02-user-manual/mobile/informal-erf-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-305,02-user-manual/mobile/instruction-control-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-306,02-user-manual/mobile/lifecycle-instructions-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-307,02-user-manual/mobile/meter-commissioning-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-308,02-user-manual/mobile/meter-disconnection-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-309,02-user-manual/mobile/meter-inspection-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-310,02-user-manual/mobile/meter-installation-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-311,02-user-manual/mobile/meter-reading-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-312,02-user-manual/mobile/meter-reconnection-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-313,02-user-manual/mobile/meter-removal-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-314,02-user-manual/mobile/no-access-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-315,02-user-manual/mobile/premise-account-data-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-316,02-user-manual/mobile/premise-registration-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-317,02-user-manual/mobile/service-provider-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-318,02-user-manual/mobile/settings-and-lookups-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-319,02-user-manual/mobile/work-order-acceptance-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-320,02-user-manual/shared/email-verification-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-321,02-user-manual/shared/geofences-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-322,02-user-manual/shared/invited-profile-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-323,02-user-manual/shared/meter-disposal-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-324,02-user-manual/shared/meter-procurement-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-325,02-user-manual/shared/meter-vending-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-326,02-user-manual/shared/operational-teams-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-327,02-user-manual/shared/phone-verification-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-328,02-user-manual/shared/store-dispatch-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-329,02-user-manual/shared/store-receipt-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-330,02-user-manual/shared/store-return-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-331,02-user-manual/shared/user-administration-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-332,02-user-manual/shared/workbase-selection-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-333,02-user-manual/web/bgo-planning-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-334,02-user-manual/web/reading-staging-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-335,02-user-manual/web/report-generation-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-336,02-user-manual/web/targeted-batches-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-337,02-user-manual/web/tc-upload-user-manual.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-338,10-assessments/bgo-planning-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-339,10-assessments/change-password-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-340,10-assessments/change-sign-in-email-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-341,10-assessments/email-verification-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-342,10-assessments/geofences-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-343,10-assessments/informal-erf-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-344,10-assessments/instruction-control-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-345,10-assessments/invited-profile-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-346,10-assessments/lifecycle-instructions-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-347,10-assessments/meter-commissioning-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-348,10-assessments/meter-disconnection-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-349,10-assessments/meter-disposal-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-350,10-assessments/meter-inspection-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-351,10-assessments/meter-installation-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-352,10-assessments/meter-lifecycle-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-353,10-assessments/meter-procurement-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-354,10-assessments/meter-reading-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-355,10-assessments/meter-reconnection-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-356,10-assessments/meter-removal-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-357,10-assessments/meter-vending-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-358,10-assessments/no-access-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-359,10-assessments/operational-teams-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-360,10-assessments/password-reset-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-361,10-assessments/phone-verification-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-362,10-assessments/premise-account-data-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-363,10-assessments/premise-registration-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-364,10-assessments/reading-staging-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-365,10-assessments/report-generation-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-366,10-assessments/service-provider-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-367,10-assessments/settings-and-lookups-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-368,10-assessments/sign-in-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-369,10-assessments/sign-up-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-370,10-assessments/store-dispatch-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-371,10-assessments/store-receipt-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-372,10-assessments/store-return-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-373,10-assessments/targeted-batches-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-374,10-assessments/tc-upload-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-375,10-assessments/user-administration-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-376,10-assessments/user-invitations-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-377,10-assessments/work-order-acceptance-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-378,10-assessments/workbase-selection-scenarios.md,learning document,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
AC-379,00-academy-governance/FORMS_COMPLETION_2026-09-25.md,governance,review draft / source inventory; unresolved details explicit,source observed or proposed; release unverified,iREPS Academy Codex workstream,2026-09-25,not published as accepted training
